    0 val 1:10.84957 | 2:10.85946 | 3:10.83371
 2174 train 1:4.48137 | 2:5.82292 | 3:6.35847
 2175 train 1:3.82807 | 2:5.20272 | 3:5.94470
 2176 train 1:3.76054 | 2:5.02712 | 3:5.72616
 2177 train 1:3.84995 | 2:5.10954 | 3:5.84320
 2178 train 1:3.96654 | 2:5.37446 | 3:6.12494
 2179 train 1:3.83564 | 2:5.22438 | 3:5.98562
 2180 train 1:3.83153 | 2:5.00467 | 3:5.62401
 2181 train 1:3.87525 | 2:5.27775 | 3:6.00402
 2182 train 1:3.99147 | 2:5.48186 | 3:6.18020
 2183 train 1:3.63951 | 2:4.98660 | 3:5.75717
 2184 train 1:3.85791 | 2:5.30065 | 3:6.04580
 2185 train 1:4.11257 | 2:5.49991 | 3:6.19126
 2186 train 1:4.30560 | 2:5.70200 | 3:6.36793
 2187 train 1:4.12560 | 2:5.49524 | 3:6.20579
 2188 train 1:4.10994 | 2:5.50504 | 3:6.22319
 2189 train 1:4.06172 | 2:5.40613 | 3:6.10745
 2190 train 1:4.60244 | 2:6.19408 | 3:7.03658
 2191 train 1:4.18977 | 2:5.58067 | 3:6.26653
 2192 train 1:4.21951 | 2:5.67807 | 3:6.39135
 2193 train 1:4.24573 | 2:5.63367 | 3:6.31597
 2194 train 1:4.12393 | 2:5.52877 | 3:6.19939
 2195 train 1:4.06360 | 2:5.44695 | 3:6.14334
 2196 train 1:4.07969 | 2:5.45934 | 3:6.15354
 2197 train 1:4.39151 | 2:5.67873 | 3:6.20190
 2198 train 1:4.28599 | 2:5.72335 | 3:6.40835
 2199 train 1:4.13256 | 2:5.52449 | 3:6.18750
 2200 train 1:4.28929 | 2:5.64563 | 3:6.30163
 2201 train 1:3.98373 | 2:5.36925 | 3:6.06549
 2202 train 1:4.03084 | 2:5.41153 | 3:6.12890
 2203 train 1:4.20749 | 2:5.60634 | 3:6.32744
 2204 train 1:4.04731 | 2:5.44021 | 3:6.13750
 2205 train 1:4.11741 | 2:5.51091 | 3:6.20776
 2206 train 1:4.28489 | 2:5.66371 | 3:6.38320
 2207 train 1:4.02318 | 2:5.40389 | 3:6.10954
 2208 train 1:4.48936 | 2:5.85171 | 3:6.47397
 2209 train 1:4.16635 | 2:5.55842 | 3:6.23489
 2210 train 1:4.40352 | 2:5.85607 | 3:6.54269
 2211 train 1:4.04193 | 2:5.48216 | 3:6.20966
 2212 train 1:4.15071 | 2:5.51847 | 3:6.18548
 2213 train 1:3.85597 | 2:5.22220 | 3:5.97482
 2214 train 1:4.02842 | 2:5.45081 | 3:6.13202
 2215 train 1:4.04370 | 2:5.40731 | 3:6.10355
 2216 train 1:3.94421 | 2:5.33701 | 3:6.07468
 2217 train 1:3.92736 | 2:5.32761 | 3:6.05156
 2218 train 1:4.01056 | 2:5.40215 | 3:6.11980
 2219 train 1:4.17916 | 2:5.59853 | 3:6.30845
 2220 train 1:3.38467 | 2:4.78767 | 3:5.60564
 2221 train 1:3.92730 | 2:5.36440 | 3:6.15821
 2222 train 1:4.24278 | 2:5.73216 | 3:6.48000
 2223 train 1:3.86220 | 2:5.25961 | 3:6.01149
 2224 train 1:3.64324 | 2:5.04134 | 3:5.82860
 2225 train 1:4.20857 | 2:5.64279 | 3:6.35335
 2226 train 1:3.87023 | 2:5.27681 | 3:6.04259
 2227 train 1:3.94886 | 2:5.33641 | 3:6.06496
 2228 train 1:3.86066 | 2:5.30743 | 3:6.07059
 2229 train 1:3.70465 | 2:5.08500 | 3:5.83902
 2230 train 1:4.43313 | 2:5.80159 | 3:6.45387
 2231 train 1:3.75097 | 2:5.12502 | 3:5.88853
 2232 train 1:3.83563 | 2:5.12821 | 3:5.85806
 2233 train 1:4.14203 | 2:5.57453 | 3:6.30514
 2234 train 1:3.94657 | 2:5.34542 | 3:6.05148
 2235 train 1:4.13071 | 2:5.59194 | 3:6.28709
 2236 train 1:3.94442 | 2:5.37051 | 3:6.08445
 2237 train 1:4.18408 | 2:5.51594 | 3:6.18428
 2238 train 1:4.13787 | 2:5.55076 | 3:6.24498
 2239 train 1:4.12388 | 2:5.49689 | 3:6.18474
 2240 train 1:4.27667 | 2:5.65924 | 3:6.28932
 2241 train 1:4.10809 | 2:5.54076 | 3:6.29536
 2242 train 1:4.05771 | 2:5.50258 | 3:6.22295
 2243 train 1:4.27733 | 2:5.65697 | 3:6.36333
 2244 train 1:3.96979 | 2:5.39372 | 3:6.12612
 2245 train 1:4.26994 | 2:5.67706 | 3:6.36014
 2246 train 1:4.13904 | 2:5.55086 | 3:6.25873
 2247 train 1:4.12807 | 2:5.54890 | 3:6.25142
 2248 train 1:4.32855 | 2:5.77102 | 3:6.47058
 2249 train 1:4.19071 | 2:5.56050 | 3:6.22313
 2250 val 1:4.06962 | 2:5.42023 | 3:6.15689
 2250 train 1:4.16396 | 2:5.50675 | 3:6.14822
 2251 train 1:4.02507 | 2:5.43849 | 3:6.17617
 2252 train 1:3.90220 | 2:5.26128 | 3:6.01149
 2253 train 1:3.90833 | 2:5.25256 | 3:5.99215
 2254 train 1:3.97622 | 2:5.33274 | 3:6.03251
 2255 train 1:4.11445 | 2:5.48455 | 3:6.18007
 2256 train 1:4.06716 | 2:5.47668 | 3:6.15856
 2257 train 1:4.07710 | 2:5.39533 | 3:6.05611
 2258 train 1:4.04729 | 2:5.45081 | 3:6.14996
 2259 train 1:3.97413 | 2:5.14903 | 3:5.79806
 2260 train 1:4.00464 | 2:5.39546 | 3:6.15088
 2261 train 1:3.92122 | 2:5.24713 | 3:5.95759
 2262 train 1:4.13357 | 2:5.50151 | 3:6.16560
 2263 train 1:3.85441 | 2:5.23040 | 3:5.95973
 2264 train 1:3.79933 | 2:5.23829 | 3:5.97784
 2265 train 1:4.23333 | 2:5.63065 | 3:6.31463
 2266 train 1:4.40281 | 2:5.77235 | 3:6.40176
 2267 train 1:4.02401 | 2:5.42765 | 3:6.15222
 2268 train 1:4.17752 | 2:5.57493 | 3:6.29907
 2269 train 1:3.78112 | 2:5.08586 | 3:5.83151
 2270 train 1:3.93376 | 2:5.33839 | 3:6.10346
 2271 train 1:3.87207 | 2:5.26567 | 3:6.00331
 2272 train 1:3.75232 | 2:5.11613 | 3:5.88812
 2273 train 1:4.12965 | 2:5.59276 | 3:6.33715
 2274 train 1:3.80128 | 2:5.26116 | 3:6.06371
 2275 train 1:4.24096 | 2:5.65488 | 3:6.35701
 2276 train 1:4.05327 | 2:5.42198 | 3:6.11507
 2277 train 1:4.13763 | 2:5.56713 | 3:6.26514
 2278 train 1:3.77251 | 2:5.14145 | 3:5.88514
 2279 train 1:4.17920 | 2:5.62663 | 3:6.35276
 2280 train 1:4.28959 | 2:5.66403 | 3:6.35587
 2281 train 1:4.10559 | 2:5.46475 | 3:6.17694
 2282 train 1:4.21830 | 2:5.56249 | 3:6.19298
 2283 train 1:4.23276 | 2:5.58552 | 3:6.21842
 2284 train 1:4.18757 | 2:5.60656 | 3:6.31718
 2285 train 1:4.11352 | 2:5.52922 | 3:6.21768
 2286 train 1:4.40315 | 2:5.72051 | 3:6.32554
 2287 train 1:4.32513 | 2:5.75531 | 3:6.43030
 2288 train 1:4.06009 | 2:5.48660 | 3:6.19097
 2289 train 1:4.25352 | 2:5.61789 | 3:6.26515
 2290 train 1:4.24211 | 2:5.61280 | 3:6.26936
 2291 train 1:4.31845 | 2:5.73797 | 3:6.39069
 2292 train 1:4.06669 | 2:5.49358 | 3:6.19881
 2293 train 1:3.94757 | 2:5.27098 | 3:5.96018
 2294 train 1:4.16996 | 2:5.46464 | 3:6.14001
 2295 train 1:3.96109 | 2:5.36587 | 3:6.08868
 2296 train 1:4.02852 | 2:5.40881 | 3:6.14560
 2297 train 1:4.42988 | 2:5.89215 | 3:6.59236
 2298 train 1:4.54981 | 2:5.98683 | 3:6.63052
 2299 train 1:4.09588 | 2:5.54256 | 3:6.29379
 2300 train 1:4.04792 | 2:5.42000 | 3:6.14822
 2301 train 1:4.01937 | 2:5.40130 | 3:6.12019
 2302 train 1:3.99873 | 2:5.38407 | 3:6.06520
 2303 train 1:4.11025 | 2:5.49002 | 3:6.16681
 2304 train 1:3.94693 | 2:5.37160 | 3:6.13226
 2305 train 1:4.08298 | 2:5.47250 | 3:6.18287
 2306 train 1:4.00222 | 2:5.36322 | 3:6.07270
 2307 train 1:3.91783 | 2:5.30667 | 3:6.02870
 2308 train 1:4.10252 | 2:5.53354 | 3:6.23054
 2309 train 1:4.06279 | 2:5.48766 | 3:6.21565
 2310 train 1:3.85570 | 2:5.24126 | 3:5.96168
 2311 train 1:3.99222 | 2:5.39385 | 3:6.17477
 2312 train 1:3.94007 | 2:5.37033 | 3:6.11278
 2313 train 1:3.72751 | 2:5.11347 | 3:5.87021
 2314 train 1:3.68044 | 2:5.05589 | 3:5.82425
 2315 train 1:3.64387 | 2:5.08742 | 3:5.86470
 2316 train 1:4.03591 | 2:5.43453 | 3:6.16206
 2317 train 1:3.95060 | 2:5.32462 | 3:6.04325
 2318 train 1:3.70616 | 2:5.07578 | 3:5.83374
 2319 train 1:3.80634 | 2:5.18392 | 3:5.94260
 2320 train 1:3.91731 | 2:5.29260 | 3:6.02944
 2321 train 1:4.11434 | 2:5.50893 | 3:6.21225
 2322 train 1:3.82422 | 2:5.22287 | 3:5.97371
 2323 train 1:3.82760 | 2:5.21993 | 3:5.95101
 2324 train 1:3.88289 | 2:5.37585 | 3:6.16302
 2325 train 1:3.86917 | 2:5.18134 | 3:5.91042
 2326 train 1:4.26694 | 2:5.67263 | 3:6.37163
 2327 train 1:4.02348 | 2:5.46912 | 3:6.19186
 2328 train 1:4.09649 | 2:5.53691 | 3:6.24515
 2329 train 1:4.05151 | 2:5.43484 | 3:6.18198
 2330 train 1:4.17512 | 2:5.60505 | 3:6.30115
 2331 train 1:3.95940 | 2:5.40231 | 3:6.15727
 2332 train 1:4.25034 | 2:5.69253 | 3:6.40379
 2333 train 1:4.91917 | 2:6.15902 | 3:6.74259
 2334 train 1:4.12258 | 2:5.52318 | 3:6.21498
 2335 train 1:4.16774 | 2:5.57249 | 3:6.31423
 2336 train 1:4.16944 | 2:5.54544 | 3:6.20011
 2337 train 1:3.97852 | 2:5.46000 | 3:6.19593
 2338 train 1:3.97737 | 2:5.33100 | 3:6.05707
 2339 train 1:4.14460 | 2:5.51934 | 3:6.22329
 2340 train 1:4.28234 | 2:5.62630 | 3:6.30239
 2341 train 1:3.97800 | 2:5.36304 | 3:6.08609
 2342 train 1:3.97273 | 2:5.36909 | 3:6.11344
 2343 train 1:3.98925 | 2:5.39195 | 3:6.13738
 2344 train 1:3.84641 | 2:5.24629 | 3:5.98294
 2345 train 1:4.10217 | 2:5.51891 | 3:6.22534
 2346 train 1:4.23802 | 2:5.61264 | 3:6.27636
 2347 train 1:4.07342 | 2:5.42472 | 3:6.11480
 2348 train 1:3.99225 | 2:5.39336 | 3:6.10162
 2349 train 1:3.88113 | 2:5.26758 | 3:5.97760
 2350 train 1:3.92145 | 2:5.25857 | 3:5.95155
 2351 train 1:3.98802 | 2:5.43107 | 3:6.12591
 2352 train 1:3.92526 | 2:5.31532 | 3:6.02299
 2353 train 1:4.04600 | 2:5.42296 | 3:6.15639
 2354 train 1:4.01933 | 2:5.37756 | 3:6.10670
 2355 train 1:4.20049 | 2:5.64430 | 3:6.37123
 2356 train 1:4.09034 | 2:5.42414 | 3:6.09752
 2357 train 1:3.93292 | 2:5.36341 | 3:6.11086
 2358 train 1:3.95760 | 2:5.38105 | 3:6.15034
 2359 train 1:4.01349 | 2:5.41202 | 3:6.12153
 2360 train 1:3.59102 | 2:4.94130 | 3:5.74484
 2361 train 1:3.71645 | 2:5.09290 | 3:5.88627
 2362 train 1:3.81245 | 2:5.17060 | 3:5.91049
 2363 train 1:4.05053 | 2:5.41367 | 3:6.12561
 2364 train 1:4.06151 | 2:5.45357 | 3:6.17070
 2365 train 1:3.82375 | 2:5.18599 | 3:5.95415
 2366 train 1:3.94810 | 2:5.33401 | 3:6.07262
 2367 train 1:3.72235 | 2:5.10463 | 3:5.90465
 2368 train 1:3.84371 | 2:5.20353 | 3:5.94270
 2369 train 1:3.93081 | 2:5.35580 | 3:6.11543
 2370 train 1:4.06633 | 2:5.46290 | 3:6.16304
 2371 train 1:4.26980 | 2:5.57538 | 3:6.22431
 2372 train 1:4.08159 | 2:5.45220 | 3:6.16622
 2373 train 1:4.01554 | 2:5.41865 | 3:6.15492
 2374 train 1:4.07016 | 2:5.47514 | 3:6.20246
 2375 train 1:4.17559 | 2:5.58055 | 3:6.33441
 2376 train 1:3.94465 | 2:5.33938 | 3:6.04763
 2377 train 1:4.39773 | 2:5.84204 | 3:6.49149
 2378 train 1:4.04708 | 2:5.44834 | 3:6.12973
 2379 train 1:4.07206 | 2:5.49832 | 3:6.21408
 2380 train 1:4.18140 | 2:5.61730 | 3:6.31673
 2381 train 1:3.92651 | 2:5.32622 | 3:6.03233
 2382 train 1:4.36602 | 2:5.73603 | 3:6.40489
 2383 train 1:4.15260 | 2:5.53111 | 3:6.23890
 2384 train 1:3.99482 | 2:5.38912 | 3:6.13326
 2385 train 1:4.04894 | 2:5.43515 | 3:6.14333
 2386 train 1:4.16428 | 2:5.59974 | 3:6.25529
 2387 train 1:4.00236 | 2:5.34701 | 3:6.04747
 2388 train 1:4.02549 | 2:5.42615 | 3:6.11468
 2389 train 1:4.21035 | 2:5.60027 | 3:6.27045
 2390 train 1:4.19034 | 2:5.60365 | 3:6.34887
 2391 train 1:3.98167 | 2:5.19578 | 3:5.81869
 2392 train 1:4.06045 | 2:5.37279 | 3:6.03095
 2393 train 1:4.06665 | 2:5.51584 | 3:6.22778
 2394 train 1:4.76994 | 2:6.20048 | 3:6.95347
 2395 train 1:3.99397 | 2:5.36500 | 3:6.08086
 2396 train 1:3.61510 | 2:4.98974 | 3:5.74078
 2397 train 1:4.01097 | 2:5.42175 | 3:6.14166
 2398 train 1:3.96759 | 2:5.36871 | 3:6.09784
 2399 train 1:3.69707 | 2:5.05691 | 3:5.81860
 2400 train 1:3.56711 | 2:4.68688 | 3:5.37162
 2401 train 1:4.09216 | 2:5.50372 | 3:6.22591
 2402 train 1:4.08762 | 2:5.51102 | 3:6.21895
 2403 train 1:4.03122 | 2:5.43365 | 3:6.15633
 2404 train 1:3.89251 | 2:5.30767 | 3:6.06051
 2405 train 1:3.44632 | 2:4.83631 | 3:5.62732
 2406 train 1:4.08503 | 2:5.47770 | 3:6.26485
 2407 train 1:3.79438 | 2:5.15649 | 3:5.89946
 2408 train 1:3.81727 | 2:5.16704 | 3:5.91600
 2409 train 1:3.79913 | 2:5.18686 | 3:5.92685
 2410 train 1:3.90690 | 2:5.28633 | 3:6.04789
 2411 train 1:3.79325 | 2:5.20844 | 3:5.97447
 2412 train 1:3.82815 | 2:5.20440 | 3:5.96825
 2413 train 1:3.83367 | 2:5.25421 | 3:6.04459
 2414 train 1:3.93640 | 2:5.31610 | 3:6.01157
 2415 train 1:3.75486 | 2:5.11609 | 3:5.88252
 2416 train 1:4.01296 | 2:5.26209 | 3:6.07770
 2417 train 1:4.24038 | 2:5.62359 | 3:6.29576
 2418 train 1:4.20132 | 2:5.56647 | 3:6.24597
 2419 train 1:3.77778 | 2:5.19588 | 3:6.00724
 2420 train 1:4.10467 | 2:5.62833 | 3:6.36189
 2421 train 1:4.12466 | 2:5.53113 | 3:6.20818
 2422 train 1:3.95287 | 2:5.37064 | 3:6.08043
 2423 train 1:4.09945 | 2:5.50149 | 3:6.20860
 2424 train 1:3.97644 | 2:5.44261 | 3:6.19879
 2425 train 1:3.98619 | 2:5.48745 | 3:6.22310
 2426 train 1:3.94235 | 2:5.32581 | 3:6.04831
 2427 train 1:3.79285 | 2:5.00892 | 3:5.71229
 2428 train 1:4.05122 | 2:5.47585 | 3:6.21471
 2429 train 1:3.92808 | 2:5.37953 | 3:6.14356
 2430 train 1:3.94962 | 2:5.34216 | 3:6.06651
 2431 train 1:4.01323 | 2:5.40161 | 3:6.11620
 2432 train 1:4.05170 | 2:5.43570 | 3:6.13781
 2433 train 1:4.20161 | 2:5.62520 | 3:6.33578
 2434 train 1:3.90131 | 2:5.36454 | 3:6.08887
 2435 train 1:4.39023 | 2:5.62386 | 3:6.57942
 2436 train 1:3.87110 | 2:5.25742 | 3:6.00170
 2437 train 1:4.10821 | 2:5.52309 | 3:6.21908
 2438 train 1:3.94402 | 2:5.23371 | 3:5.90373
 2439 train 1:3.89713 | 2:5.28735 | 3:6.04082
 2440 train 1:3.81679 | 2:5.23107 | 3:6.01295
 2441 train 1:4.03414 | 2:5.43638 | 3:6.16272
 2442 train 1:3.92779 | 2:5.36858 | 3:6.08771
 2443 train 1:3.83198 | 2:5.28652 | 3:6.02447
 2444 train 1:3.74682 | 2:5.10020 | 3:5.87307
 2445 train 1:3.92834 | 2:5.32084 | 3:6.04562
 2446 train 1:4.01847 | 2:5.44809 | 3:6.14486
 2447 train 1:4.11569 | 2:5.50139 | 3:6.23003
 2448 train 1:4.11941 | 2:5.53852 | 3:6.23709
 2449 train 1:3.99616 | 2:5.47458 | 3:6.22686
 2450 train 1:3.75355 | 2:5.14745 | 3:5.89839
 2451 train 1:4.27799 | 2:5.59868 | 3:6.21379
 2452 train 1:4.18706 | 2:5.67102 | 3:6.39420
 2453 train 1:3.75037 | 2:5.10646 | 3:5.83767
 2454 train 1:3.81444 | 2:5.20640 | 3:5.96826
 2455 train 1:4.18060 | 2:5.63165 | 3:6.36771
 2456 train 1:4.06943 | 2:5.48942 | 3:6.20685
 2457 train 1:4.00808 | 2:5.45307 | 3:6.13955
 2458 train 1:3.87569 | 2:5.28439 | 3:6.03401
 2459 train 1:4.17239 | 2:5.56263 | 3:6.26406
 2460 train 1:3.76570 | 2:5.26184 | 3:6.05851
 2461 train 1:3.98774 | 2:5.39536 | 3:6.15931
 2462 train 1:3.77678 | 2:5.14790 | 3:5.89567
 2463 train 1:3.88506 | 2:5.31495 | 3:6.05391
 2464 train 1:3.82887 | 2:5.33044 | 3:6.09924
 2465 train 1:4.05990 | 2:5.45244 | 3:6.16956
 2466 train 1:3.93939 | 2:5.39546 | 3:6.15983
 2467 train 1:4.03097 | 2:5.40958 | 3:6.12899
 2468 train 1:3.63238 | 2:5.03973 | 3:5.84976
 2469 train 1:3.85747 | 2:5.28181 | 3:6.02205
 2470 train 1:3.92918 | 2:5.35909 | 3:6.14920
 2471 train 1:3.91462 | 2:5.34123 | 3:6.08407
 2472 train 1:3.90042 | 2:5.31967 | 3:6.08321
 2473 train 1:4.15035 | 2:5.59655 | 3:6.31996
 2474 train 1:4.36639 | 2:5.68922 | 3:6.36252
 2475 train 1:4.14419 | 2:5.51936 | 3:6.19251
 2476 train 1:4.05787 | 2:5.44599 | 3:6.14962
 2477 train 1:3.95406 | 2:5.33530 | 3:6.06740
 2478 train 1:3.90994 | 2:5.27579 | 3:5.99106
 2479 train 1:3.76926 | 2:5.07593 | 3:5.80023
 2480 train 1:4.14698 | 2:5.54474 | 3:6.21846
 2481 train 1:4.02308 | 2:5.42959 | 3:6.15868
 2482 train 1:4.18541 | 2:5.65453 | 3:6.37063
 2483 train 1:4.07905 | 2:5.47782 | 3:6.19583
 2484 train 1:3.86784 | 2:5.25544 | 3:5.99277
 2485 train 1:4.34326 | 2:5.78443 | 3:6.43581
 2486 train 1:3.95752 | 2:5.41080 | 3:6.18169
 2487 train 1:3.47567 | 2:4.78231 | 3:5.52188
 2488 train 1:3.89407 | 2:5.31173 | 3:6.06212
 2489 train 1:3.93709 | 2:5.33856 | 3:6.05396
 2490 train 1:4.16888 | 2:5.57197 | 3:6.24226
 2491 train 1:3.96804 | 2:5.36437 | 3:6.09705
 2492 train 1:3.93039 | 2:5.32590 | 3:6.02649
 2493 train 1:3.71703 | 2:4.94258 | 3:5.65694
 2494 train 1:3.58954 | 2:5.12255 | 3:5.91790
 2495 train 1:3.85065 | 2:5.25133 | 3:6.00310
 2496 train 1:4.06095 | 2:5.54298 | 3:6.26297
 2497 train 1:3.96712 | 2:5.31094 | 3:6.02248
 2498 train 1:3.95784 | 2:5.38412 | 3:6.10627
 2499 train 1:3.80626 | 2:5.22767 | 3:5.96764
 2500 val 1:3.97318 | 2:5.32897 | 3:6.11534
 2500 train 1:3.62780 | 2:4.98287 | 3:5.70903
 2501 train 1:3.80786 | 2:5.27908 | 3:6.13245
 2502 train 1:3.81271 | 2:5.21824 | 3:5.95280
 2503 train 1:4.20657 | 2:5.57198 | 3:6.25346
 2504 train 1:3.66045 | 2:5.05779 | 3:5.82624
 2505 train 1:3.89959 | 2:5.31562 | 3:6.05402
 2506 train 1:4.17788 | 2:5.58955 | 3:6.28072
 2507 train 1:3.74045 | 2:5.13332 | 3:5.87900
 2508 train 1:3.70116 | 2:5.14818 | 3:5.92843
 2509 train 1:3.60124 | 2:5.00158 | 3:5.81283
 2510 train 1:3.61669 | 2:5.01000 | 3:5.79270
 2511 train 1:4.23552 | 2:5.65426 | 3:6.32906
 2512 train 1:3.99029 | 2:5.44920 | 3:6.16219
 2513 train 1:3.82853 | 2:5.23089 | 3:5.95180
 2514 train 1:4.14872 | 2:5.58520 | 3:6.25737
 2515 train 1:3.98269 | 2:5.39247 | 3:6.09774
 2516 train 1:3.81794 | 2:5.15455 | 3:5.84336
 2517 train 1:4.16028 | 2:5.53927 | 3:6.22748
 2518 train 1:3.78180 | 2:5.18753 | 3:5.95886
 2519 train 1:4.03736 | 2:5.46933 | 3:6.16822
 2520 train 1:4.75163 | 2:5.96842 | 3:6.46742
 2521 train 1:3.96388 | 2:5.38066 | 3:6.13652
 2522 train 1:3.80571 | 2:5.16487 | 3:5.93526
 2523 train 1:3.90063 | 2:5.29404 | 3:6.02861
 2524 train 1:3.93641 | 2:5.30246 | 3:6.04780
 2525 train 1:3.84865 | 2:5.28395 | 3:6.02050
 2526 train 1:3.93346 | 2:5.35948 | 3:6.09711
 2527 train 1:4.03839 | 2:5.46037 | 3:6.17371
 2528 train 1:4.58737 | 2:5.84729 | 3:6.42306
 2529 train 1:4.00788 | 2:5.37748 | 3:6.06859
 2530 train 1:3.87731 | 2:5.25545 | 3:6.01055
 2531 train 1:3.86252 | 2:5.22187 | 3:5.89788
 2532 train 1:4.11381 | 2:5.59922 | 3:6.31172
 2533 train 1:4.05950 | 2:5.46677 | 3:6.18988
 2534 train 1:3.92475 | 2:5.34356 | 3:6.11608
 2535 train 1:3.78475 | 2:5.19714 | 3:5.95816
 2536 train 1:4.12027 | 2:5.52776 | 3:6.24382
 2537 train 1:3.64906 | 2:5.01532 | 3:5.76254
 2538 train 1:3.82953 | 2:5.27068 | 3:6.00483
 2539 train 1:4.14335 | 2:5.54202 | 3:6.29106
 2540 train 1:3.93625 | 2:5.38753 | 3:6.14628
 2541 train 1:3.83965 | 2:5.25287 | 3:5.99353
 2542 train 1:3.86918 | 2:5.27564 | 3:6.03926
 2543 train 1:3.94711 | 2:5.35256 | 3:6.08511
 2544 train 1:3.61951 | 2:5.03263 | 3:5.80070
 2545 train 1:3.33266 | 2:4.74309 | 3:5.56358
 2546 train 1:3.81871 | 2:5.17785 | 3:5.88613
 2547 train 1:4.02619 | 2:5.46207 | 3:6.21323
 2548 train 1:3.60988 | 2:4.92393 | 3:5.66134
 2549 train 1:3.53813 | 2:4.94250 | 3:5.72475
 2550 train 1:3.94154 | 2:5.37442 | 3:6.14547
 2551 train 1:3.95698 | 2:5.33851 | 3:6.07722
 2552 train 1:3.79141 | 2:5.21217 | 3:5.96227
 2553 train 1:3.43766 | 2:4.78950 | 3:5.56284
 2554 train 1:3.64446 | 2:5.03571 | 3:5.81993
 2555 train 1:3.67437 | 2:5.02317 | 3:5.77539
 2556 train 1:3.74958 | 2:5.13407 | 3:5.91712
 2557 train 1:4.15275 | 2:5.53528 | 3:6.22846
 2558 train 1:3.90324 | 2:5.26658 | 3:5.94414
 2559 train 1:4.06769 | 2:5.50174 | 3:6.20936
 2560 train 1:4.08983 | 2:5.45190 | 3:6.19129
 2561 train 1:4.52810 | 2:5.89489 | 3:6.50128
 2562 train 1:4.02643 | 2:5.47458 | 3:6.22048
 2563 train 1:3.85095 | 2:5.29065 | 3:6.04060
 2564 train 1:3.78978 | 2:5.24838 | 3:6.03830
 2565 train 1:3.83856 | 2:5.23306 | 3:5.99531
 2566 train 1:3.93776 | 2:5.39412 | 3:6.18575
 2567 train 1:3.79959 | 2:5.09683 | 3:5.81016
 2568 train 1:3.90640 | 2:5.32242 | 3:6.04174
 2569 train 1:3.74821 | 2:5.19779 | 3:5.95029
 2570 train 1:4.10485 | 2:5.55245 | 3:6.30276
 2571 train 1:4.05318 | 2:5.49963 | 3:6.21439
 2572 train 1:3.71062 | 2:5.09005 | 3:5.85388
 2573 train 1:4.12036 | 2:5.52219 | 3:6.22622
 2574 train 1:3.89045 | 2:5.29932 | 3:6.05561
 2575 train 1:3.93939 | 2:5.38004 | 3:6.12564
 2576 train 1:3.96436 | 2:5.35870 | 3:6.03341
 2577 train 1:3.90135 | 2:5.33090 | 3:6.06969
 2578 train 1:3.65834 | 2:5.11938 | 3:5.86142
 2579 train 1:3.93226 | 2:5.34541 | 3:6.06812
 2580 train 1:3.97474 | 2:5.33848 | 3:6.05721
 2581 train 1:4.09596 | 2:5.47205 | 3:6.18221
 2582 train 1:3.80459 | 2:5.21909 | 3:5.93950
 2583 train 1:3.97103 | 2:5.41111 | 3:6.16643
 2584 train 1:3.92006 | 2:5.32444 | 3:6.05312
 2585 train 1:3.83804 | 2:5.22166 | 3:5.96651
 2586 train 1:3.89079 | 2:5.25762 | 3:5.97653
 2587 train 1:3.95375 | 2:5.37999 | 3:6.14340
 2588 train 1:3.99507 | 2:5.40656 | 3:6.09890
 2589 train 1:3.70867 | 2:5.11881 | 3:5.88060
 2590 train 1:4.03583 | 2:5.44060 | 3:6.15066
 2591 train 1:4.05645 | 2:5.54192 | 3:6.29403
 2592 train 1:4.04424 | 2:5.37046 | 3:6.03987
 2593 train 1:4.18233 | 2:5.49264 | 3:6.12640
 2594 train 1:3.64011 | 2:5.06241 | 3:5.86883
 2595 train 1:4.76970 | 2:6.17679 | 3:6.74478
 2596 train 1:3.87591 | 2:5.31097 | 3:6.07366
 2597 train 1:3.46913 | 2:4.85292 | 3:5.66328
 2598 train 1:3.67567 | 2:5.12309 | 3:5.88894
 2599 train 1:3.77803 | 2:5.17795 | 3:5.90909
 2600 train 1:3.99594 | 2:5.38089 | 3:6.07965
 2601 train 1:3.80319 | 2:5.20918 | 3:5.95130
 2602 train 1:3.50168 | 2:4.90920 | 3:5.71724
 2603 train 1:4.07591 | 2:5.37733 | 3:6.05388
 2604 train 1:4.06534 | 2:5.51621 | 3:6.22188
 2605 train 1:4.03660 | 2:5.47312 | 3:6.16038
 2606 train 1:3.97214 | 2:5.37928 | 3:6.07202
 2607 train 1:4.00704 | 2:5.42994 | 3:6.15411
 2608 train 1:3.85219 | 2:5.25329 | 3:6.00101
 2609 train 1:3.95596 | 2:5.38110 | 3:6.12640
 2610 train 1:4.04712 | 2:5.37473 | 3:6.04779
 2611 train 1:3.99085 | 2:5.30676 | 3:6.01720
 2612 train 1:3.91915 | 2:5.36279 | 3:6.15747
 2613 train 1:4.01276 | 2:5.42491 | 3:6.13248
 2614 train 1:3.98721 | 2:5.36490 | 3:6.07886
 2615 train 1:4.13662 | 2:5.58101 | 3:6.25711
 2616 train 1:4.02644 | 2:5.44704 | 3:6.13337
 2617 train 1:3.84322 | 2:5.24388 | 3:5.98263
 2618 train 1:3.95833 | 2:5.38722 | 3:6.11734
 2619 train 1:3.87324 | 2:5.28800 | 3:6.09687
 2620 train 1:3.93967 | 2:5.35580 | 3:6.08591
 2621 train 1:3.87364 | 2:5.29033 | 3:6.03097
